No.,설비속성ID,설비속성명,설비속성식별명,설비속성설명,속성그룹,속성구분,데이터유형,최대길이,소수점자리수,단위그룹,기본단위,필수속성,정렬순서,상세설비속성여부,사용여부
10484,20432,MOTOR STARTING EQUIPMENT_DEFINE,,MOTOR STARTING EQUIPMENT_DEFINE,RECIPROCATING COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20432,N,Y
10485,20433,MOTOR STARTING METHOD,,MOTOR STARTING METHOD,CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,20433,N,Y
10486,20434,MOTOR STARTING VOLTAGE DIP PERCENTAGE,,MOTOR STARTING VOLTAGE DIP PERCENTAGE,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20434,N,Y
10487,20435,MOTOR TEMPERATURE RISE,,MOTOR TEMPERATURE RISE,개별속성공통,개별속성,문자,"1,000.0",0.0,,,N,20435,N,Y
10488,20436,MOTOR THRUST BEARING NUMBER,,MOTOR THRUST BEARING NUMBER,CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,20436,N,Y
10489,20437,MOTOR TYPE,,MOTOR TYPE,개별속성공통,개별속성,문자,"1,000.0",0.0,,,N,20437,N,Y
10490,20438,MOTOR UNLOADED STARTING VOLTAGE,,MOTOR UNLOADED STARTING VOLTAGE,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20438,N,Y
10491,20439,MOTOR VERTICAL,,MOTOR VERTICAL,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,20439,N,Y
10492,20440,MOTOR VERTICAL THRUST CAPACITY DOWN,,MOTOR VERTICAL THRUST CAPACITY DOWN,CENTRIFUGAL PUMP,개별속성,숫자,18.0,5.0,,,N,20440,N,Y
10493,20441,MOTOR VERTICAL THRUST CAPACITY UP,,MOTOR VERTICAL THRUST CAPACITY UP,CENTRIFUGAL PUMP,개별속성,숫자,18.0,5.0,,,N,20441,N,Y
10494,20442,MOTOR VIBRATION_IEC STANDARD,,MOTOR VIBRATION_IEC STANDARD,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20442,N,Y
10495,20443,MOTOR VIBRATION_NEMA STANDARD DESCRIPTION,,MOTOR VIBRATION_NEMA STANDARD DESCRIPTION,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20443,N,Y
10496,20444,MOTOR VOLT,,MOTOR VOLT,MIXER AND AGITATOR,개별속성,숫자,18.0,5.0,,,N,20444,N,Y
10497,20445,MOTOR VOLTAGE,,MOTOR VOLTAGE,개별속성공통,개별속성,숫자,18.0,5.0,,,N,20445,N,Y
10498,20446,MOTOR VOLTS,,MOTOR VOLTS,CENTRIFUGAL PUMP,개별속성,숫자,18.0,5.0,,,N,20446,N,Y
10499,20447,MOTORS AUXILIARIES,,MOTORS AUXILIARIES,GAS TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20447,N,Y
10500,20448,MOTOR_ENCLOSURE,,MOTOR_ENCLOSURE,ROTATING EQUIPMENT 공통,개별속성,문자,"1,000.0",0.0,,,N,20448,N,Y
10501,20449,MOTOR_FRAME NUMBER,,MOTOR_FRAME NUMBER,PUMP 공통,개별속성,문자,"1,000.0",0.0,,,N,20449,N,Y
10502,20450,MOTOR_HERTZ,,MOTOR_HERTZ,ROTATING EQUIPMENT 공통,개별속성,숫자,18.0,5.0,,,N,20450,N,Y
10503,20451,MOTOR_INSULATION_CLASS,,MOTOR_INSULATION_CLASS,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20451,N,Y
10504,20452,MOTOR_KW,,MOTOR_KW,PUMP 공통,개별속성,숫자,18.0,5.0,,,N,20452,N,Y
10505,20453,MOTOR_MANUFACTURER,,MOTOR_MANUFACTURER,PUMP 공통,개별속성,문자,"1,000.0",0.0,,,N,20453,N,Y
10506,20454,MOTOR_NAME PLATE HORSE POWER,,MOTOR_NAME PLATE HORSE POWER,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20454,N,Y
10507,20455,MOTOR_OTHER,,MOTOR_OTHER,PUMP 공통,개별속성,문자,"1,000.0",0.0,,,N,20455,N,Y
10508,20456,MOTOR_PHASE,,MOTOR_PHASE,ROTATING EQUIPMENT 공통,개별속성,숫자,18.0,5.0,,,N,20456,N,Y
10509,20457,MOTOR_POWER,,MOTOR_POWER,ROTATING EQUIPMENT 공통,개별속성,숫자,18.0,5.0,,,N,20457,N,Y
10510,20458,MOTOR_RPM,,MOTOR_RPM,ROTATING EQUIPMENT 공통,개별속성,숫자,18.0,5.0,,,N,20458,N,Y
10511,20459,MOTOR_SERVICE FACTOR,,MOTOR_SERVICE FACTOR,ROTATING EQUIPMENT 공통,개별속성,문자,"1,000.0",0.0,,,N,20459,N,Y
10512,20460,MOTOR_SPEED,,MOTOR_SPEED,ROTARY PUMP,개별속성,숫자,18.0,5.0,,,N,20460,N,Y
10513,20461,MOTOR_STEAM TURBINE REQUIRED,,MOTOR_STEAM TURBINE REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,20461,N,Y
10514,20462,MOTOR_SYNCHRONOUS RPM,,MOTOR_SYNCHRONOUS RPM,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20462,N,Y
10515,20463,MOTOR_TEMPERATURE RISE,,MOTOR_TEMPERATURE RISE,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20463,N,Y
10516,20464,MOTOR_TEMPERATURE RISE ABOVE,,MOTOR_TEMPERATURE RISE ABOVE,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20464,N,Y
10517,20465,MOTOR_TEMPERATURE RISE BY,,MOTOR_TEMPERATURE RISE BY,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20465,N,Y
10518,20466,MOTOR_TYPE,,MOTOR_TYPE,ROTATING EQUIPMENT 공통,개별속성,문자,"1,000.0",0.0,,,N,20466,N,Y
10519,20467,MOTOR_VARIABLE SPEED,,MOTOR_VARIABLE SPEED,PUMP 공통,개별속성,숫자,18.0,5.0,,,N,20467,N,Y
10520,20468,MOTOR_VOLTS,,MOTOR_VOLTS,ROTATING EQUIPMENT 공통,개별속성,숫자,18.0,5.0,,,N,20468,N,Y
10521,20469,MOTRO VIBRATION_NEMA STANDARD,,MOTRO VIBRATION_NEMA STANDARD,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20469,N,Y
10522,20470,MOUNT SEAL RESERVOIR OFF BASEPLATE,,MOUNT SEAL RESERVOIR OFF BASEPLATE,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,20470,N,Y
10523,20471,MOUNTING BOTTOM ENTERING,,MOUNTING BOTTOM ENTERING,MIXER AND AGITATOR,개별속성,코드,"1,000.0",0.0,,,N,20471,N,Y
10524,20472,MOUNTING FLANGE CODE,,MOUNTING FLANGE CODE,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,20472,N,Y
10525,20473,MOUNTING FLANGE FACING,,MOUNTING FLANGE FACING,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,20473,N,Y
10526,20474,MOUNTING FLANGE MATERIAL,,MOUNTING FLANGE MATERIAL,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,20474,N,Y
10527,20475,MOUNTING FLANGE RATING,,MOUNTING FLANGE RATING,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,20475,N,Y
10528,20476,MOUNTING FLANGE SIZE,,MOUNTING FLANGE SIZE,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,20476,N,Y
10529,20477,MOUNTING PLATES FURNISHED BY,,MOUNTING PLATES FURNISHED BY,ROTATING EQUIPMENT 공통,개별속성,문자,"1,000.0",0.0,,,N,20477,N,Y
10530,20478,MOUNTING PLATES_BASEPLATE,,MOUNTING PLATES_BASEPLATE,GAS TURBINE,개별속성,코드,"1,000.0",0.0,,,N,20478,N,Y
10531,20479,MOUNTING PLATES_DRIVER REQUIRED,,MOUNTING PLATES_DRIVER REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,20479,N,Y
10532,20480,MOUNTING PLATES_GEAR REQUIRED,,MOUNTING PLATES_GEAR REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,20480,N,Y
10533,20481,MOUNTING PLATES_GROUT TYPE,,MOUNTING PLATES_GROUT TYPE,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,20481,N,Y
10534,20482,MOUNTING PLATES_SHIM PACK THICKNESS,,MOUNTING PLATES_SHIM PACK THICKNESS,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,20482,N,Y
10535,20483,MOUNTING PLATES_SOLEPLATE,,MOUNTING PLATES_SOLEPLATE,GAS TURBINE,개별속성,코드,"1,000.0",0.0,,,N,20483,N,Y
10536,20484,MOUNTING SIDE ENTERING,,MOUNTING SIDE ENTERING,MIXER AND AGITATOR,개별속성,코드,"1,000.0",0.0,,,N,20484,N,Y
10537,20485,MOUNTING TOP ENTERING,,MOUNTING TOP ENTERING,MIXER AND AGITATOR,개별속성,코드,"1,000.0",0.0,,,N,20485,N,Y
10538,20486,MOUNTING TYPE,,MOUNTING TYPE,개별속성공통,개별속성,문자,"1,000.0",0.0,,,N,20486,N,Y
10539,20487,MOUNTING_BASEPLATE,,MOUNTING_BASEPLATE,GAS TURBINE,개별속성,코드,"1,000.0",0.0,,,N,20487,N,Y
10540,20488,MOUNTING_COLUMN,,MOUNTING_COLUMN,GAS TURBINE,개별속성,코드,"1,000.0",0.0,,,N,20488,N,Y
10541,20489,MOUNTING_CONSOLS,,MOUNTING_CONSOLS,GAS TURBINE,개별속성,코드,"1,000.0",0.0,,,N,20489,N,Y
10542,20490,MOUNTING_FLUSH MOUNT IN PANEL REQUIRED,,MOUNTING_FLUSH MOUNT IN PANEL REQUIRED,SPECIAL PURPOSE STEAM TURBINE,개별속성,코드,"1,000.0",0.0,,,N,20490,N,Y
10543,20491,MOUNTING_SURFACE MOUNT REQUIRED,,MOUNTING_SURFACE MOUNT REQUIRED,SPECIAL PURPOSE STEAM TURBINE,개별속성,코드,"1,000.0",0.0,,,N,20491,N,Y
10544,20492,MOUNTING_VERTICAL RACK REQUIRED,,MOUNTING_VERTICAL RACK REQUIRED,SPECIAL PURPOSE STEAM TURBINE,개별속성,코드,"1,000.0",0.0,,,N,20492,N,Y
10545,20493,MOUNT_OTHER VIBRATION AND TEMPERATURE,,MOUNT_OTHER VIBRATION AND TEMPERATURE,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,20493,N,Y
10546,20494,MTD CORRECTED,,MTD CORRECTED,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,20494,N,Y
10547,20495,MULTI COIL ACTUATOR REQUIRED,,MULTI COIL ACTUATOR REQUIRED,SPECIAL PURPOSE STEAM TURBINE,개별속성,코드,"1,000.0",0.0,,,N,20495,N,Y
10548,20496,MULTI CPU TYPE_GOVERNOR REQUIRED,,MULTI CPU TYPE_GOVERNOR REQUIRED,SPECIAL PURPOSE STEAM TURBINE,개별속성,코드,"1,000.0",0.0,,,N,20496,N,Y
10549,20497,MULTI SHAFT TYPE,,MULTI SHAFT TYPE,GAS TURBINE,개별속성,코드,"1,000.0",0.0,,,N,20497,N,Y
10550,20498,MULTI-VALVE MULTI-STAGE REQUIRED,,MULTI-VALVE MULTI-STAGE REQUIRED,SPECIAL PURPOSE STEAM TURBINE,개별속성,코드,"1,000.0",0.0,,,N,20498,N,Y
10551,20499,MULTIPLE VOLUTE,,MULTIPLE VOLUTE,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,20499,N,Y
10552,20500,MULTIWINDING TRANSFORMER MANUFACTURER,,MULTIWINDING TRANSFORMER MANUFACTURER,VFD PANEL,개별속성,문자,"1,000.0",0.0,,,N,20500,N,Y
10553,20501,MULTIWINDING TRANSFORMER TYPE,,MULTIWINDING TRANSFORMER TYPE,VFD PANEL,개별속성,문자,"1,000.0",0.0,,,N,20501,N,Y
10554,20502,N-BUTANE_MAXIMUM,,N-BUTANE_MAXIMUM,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20502,N,Y
10555,20503,N-BUTANE_NORMAL,,N-BUTANE_NORMAL,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,20503,N,Y
10556,20504,N-BUTANE_NORMAL,,N-BUTANE_NORMAL,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20504,N,Y
10557,20505,N-BUTANE_OTHER A,,N-BUTANE_OTHER A,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,20505,N,Y
10558,20506,N-BUTANE_OTHER B,,N-BUTANE_OTHER B,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,20506,N,Y
10559,20507,N-BUTANE_OTHER C,,N-BUTANE_OTHER C,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,20507,N,Y
10560,20508,N-BUTANE_OTHER CONDITIONS A,,N-BUTANE_OTHER CONDITIONS A,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20508,N,Y
10561,20509,N-BUTANE_OTHER CONDITIONS B,,N-BUTANE_OTHER CONDITIONS B,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20509,N,Y
10562,20510,N-BUTANE_OTHER CONDITIONS C,,N-BUTANE_OTHER CONDITIONS C,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20510,N,Y
10563,20511,N-BUTANE_OTHER CONDITIONS D,,N-BUTANE_OTHER CONDITIONS D,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20511,N,Y
10564,20512,N-BUTANE_OTHER D,,N-BUTANE_OTHER D,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,20512,N,Y
10565,20513,N-BUTANE_OTHER E,,N-BUTANE_OTHER E,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,20513,N,Y
10566,20514,N-BUTANE_REMARKS,,N-BUTANE_REMARKS,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20514,N,Y
10567,20515,N-PENTANE_MAXIMUM,,N-PENTANE_MAXIMUM,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20515,N,Y
10568,20516,N-PENTANE_NORMAL,,N-PENTANE_NORMAL,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,20516,N,Y
10569,20517,N-PENTANE_NORMAL,,N-PENTANE_NORMAL,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20517,N,Y
10570,20518,N-PENTANE_OTHER A,,N-PENTANE_OTHER A,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,20518,N,Y
10571,20519,N-PENTANE_OTHER B,,N-PENTANE_OTHER B,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,20519,N,Y
10572,20520,N-PENTANE_OTHER C,,N-PENTANE_OTHER C,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,20520,N,Y
10573,20521,N-PENTANE_OTHER CONDITIONS A,,N-PENTANE_OTHER CONDITIONS A,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20521,N,Y
10574,20522,N-PENTANE_OTHER CONDITIONS B,,N-PENTANE_OTHER CONDITIONS B,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20522,N,Y
10575,20523,N-PENTANE_OTHER CONDITIONS C,,N-PENTANE_OTHER CONDITIONS C,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20523,N,Y
10576,20524,N-PENTANE_OTHER CONDITIONS D,,N-PENTANE_OTHER CONDITIONS D,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20524,N,Y
10577,20525,N-PENTANE_OTHER D,,N-PENTANE_OTHER D,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,20525,N,Y
10578,20526,N-PENTANE_OTHER E,,N-PENTANE_OTHER E,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,20526,N,Y
10579,20527,N-PENTANE_REMARKS,,N-PENTANE_REMARKS,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20527,N,Y
10580,20528,NACE MATERIALS_MAXIMUM,,NACE MATERIALS_MAXIMUM,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20528,N,Y
10581,20529,NACE MATERIALS_NORMAL,,NACE MATERIALS_NORMAL,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20529,N,Y
10582,20530,NACE MATERIALS_OTHER CONDITIONS A,,NACE MATERIALS_OTHER CONDITIONS A,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20530,N,Y
10583,20531,NACE MATERIALS_OTHER CONDITIONS B,,NACE MATERIALS_OTHER CONDITIONS B,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20531,N,Y
10584,20532,NACE MATERIALS_OTHER CONDITIONS C,,NACE MATERIALS_OTHER CONDITIONS C,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20532,N,Y
10585,20533,NACE MATERIALS_OTHER CONDITIONS D,,NACE MATERIALS_OTHER CONDITIONS D,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20533,N,Y
10586,20534,NACE MATERIALS_REMARKS,,NACE MATERIALS_REMARKS,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20534,N,Y
10587,20535,NACE MR0175,,NACE MR0175,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20535,N,Y
10588,20536,NAME OF HANDING MATERIAL,,NAME OF HANDING MATERIAL,개별속성공통,개별속성,문자,"1,000.0",0.0,,,N,20536,N,Y
10589,20537,NAME OF HANDLING MATERIAL_COMPRESSOR SIDE,,NAME OF HANDLING MATERIAL_COMPRESSOR SIDE,EXPANDER COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20537,N,Y
10590,20538,NAME OF HANDLING MATERIAL_EXPANDER SIDE,,NAME OF HANDLING MATERIAL_EXPANDER SIDE,EXPANDER COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20538,N,Y
10591,20539,NAMEPLATE UNITS_SI REQUIRED,,NAMEPLATE UNITS_SI REQUIRED,PUMP 공통,개별속성,코드,"1,000.0",0.0,,,N,20539,N,Y
10592,20540,NAMEPLATE UNITS_US CUSTOMARY REQUIRED,,NAMEPLATE UNITS_US CUSTOMARY REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,20540,N,Y
10593,20541,NAMEPLATES_SI UNITS REQUIRED,,NAMEPLATES_SI UNITS REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20541,N,Y
10594,20542,NAMEPLATE_METRIC REQUIRED,,NAMEPLATE_METRIC REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,20542,N,Y
10595,20543,NAMEPLATE_US CUSTOMARY REQUIRED,,NAMEPLATE_US CUSTOMARY REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,20543,N,Y
10596,20544,NDE BEARING DESIGNATION NO,,NDE BEARING DESIGNATION NO,ROTARY VALVE,개별속성,문자,"1,000.0",0.0,,,N,20544,N,Y
10597,20545,NDE BEARING DESIGNATION NUMBER,,NDE BEARING DESIGNATION NUMBER,ROTATING EQUIPMENT 공통,개별속성,문자,"1,000.0",0.0,,,N,20545,N,Y
10598,20546,NDE BEARING NO.,,NDE BEARING NO.,MOTORS 공통,개별속성,문자,"1,000.0",0.0,,,N,20546,N,Y
10599,20547,NDE BEARING TYPE FOR SHAFT,,NDE BEARING TYPE FOR SHAFT,ROTATING EQUIPMENT 공통,개별속성,문자,"1,000.0",0.0,,,N,20547,N,Y
10600,20548,NDE OF MAJOR REPAIRS REQUIRED,,NDE OF MAJOR REPAIRS REQUIRED,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,코드,"1,000.0",0.0,,,N,20548,N,Y
10601,20549,NDE OF MAJOR REPAIRS WITNESS REQUIRED,,NDE OF MAJOR REPAIRS WITNESS REQUIRED,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,코드,"1,000.0",0.0,,,N,20549,N,Y
10602,20550,NDT_CASING_LOG,,NDT_CASING_LOG,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,20550,N,Y
10603,20551,NDT_SPECIFY DESCRIPTION,,NDT_SPECIFY DESCRIPTION,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,20551,N,Y
10604,20552,NDT_SUBSURFACE CASING,,NDT_SUBSURFACE CASING,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,20552,N,Y
10605,20553,NEAR CENTERLINE REQUIRED,,NEAR CENTERLINE REQUIRED,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,20553,N,Y
10606,20554,NET,,NET,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,20554,N,Y
10607,20555,NET FACE WIDTH_GEAR DATA,,NET FACE WIDTH_GEAR DATA,GEAR BOX,개별속성,숫자,18.0,5.0,,,N,20555,N,Y
10608,20556,NFPA 20 DIESEL CONTROL PANNEL REQUIRED,,NFPA 20 DIESEL CONTROL PANNEL REQUIRED,ENGINE,개별속성,문자,"1,000.0",0.0,,,N,20556,N,Y
10609,20557,NICKEL CONTENT (mg/kg),,NICKEL CONTENT (mg/kg),SOOT BLOWER,개별속성,숫자,18.0,5.0,,,N,20557,N,Y
10610,20558,NITROGEN_ALTERNATE,,NITROGEN_ALTERNATE,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,20558,N,Y
10611,20559,NITROGEN_MAXIMUM,,NITROGEN_MAXIMUM,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20559,N,Y
10612,20560,NITROGEN_NORMAL,,NITROGEN_NORMAL,ROTATING EQUIPMENT 공통,개별속성,숫자,18.0,5.0,,,N,20560,N,Y
10613,20561,NITROGEN_NORMAL,,NITROGEN_NORMAL,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20561,N,Y
10614,20562,NITROGEN_OTHER A,,NITROGEN_OTHER A,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,20562,N,Y
10615,20563,NITROGEN_OTHER B,,NITROGEN_OTHER B,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,20563,N,Y
10616,20564,NITROGEN_OTHER C,,NITROGEN_OTHER C,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,20564,N,Y
10617,20565,NITROGEN_OTHER CONDITIONS A,,NITROGEN_OTHER CONDITIONS A,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20565,N,Y
10618,20566,NITROGEN_OTHER CONDITIONS B,,NITROGEN_OTHER CONDITIONS B,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20566,N,Y
10619,20567,NITROGEN_OTHER CONDITIONS C,,NITROGEN_OTHER CONDITIONS C,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20567,N,Y
10620,20568,NITROGEN_OTHER CONDITIONS D,,NITROGEN_OTHER CONDITIONS D,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20568,N,Y
10621,20569,NITROGEN_OTHER D,,NITROGEN_OTHER D,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,20569,N,Y
10622,20570,NITROGEN_OTHER E,,NITROGEN_OTHER E,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,20570,N,Y
10623,20571,NITROGEN_REMARKS,,NITROGEN_REMARKS,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20571,N,Y
10624,20572,NITROGEN_STARTING,,NITROGEN_STARTING,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,20572,N,Y
10625,20573,NO NEGATIVE TOLERANCE APPLIES_NO,,NO NEGATIVE TOLERANCE APPLIES_NO,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20573,N,Y
10626,20574,NO NEGATIVE TOLERANCE APPLIES_YES,,NO NEGATIVE TOLERANCE APPLIES_YES,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20574,N,Y
10627,20575,NOISE ATTENUATION FURNISHED BY,,NOISE ATTENUATION FURNISHED BY,CENTRIFUGAL BLOWER AND FAN,개별속성,문자,"1,000.0",0.0,,,N,20575,N,Y
10628,20576,NOISE ATTENUATION MAXIMUM ALLOWABLE SOUND PRESSURE LEVEL,,NOISE ATTENUATION MAXIMUM ALLOWABLE SOUND PRESSURE LEVEL,CENTRIFUGAL BLOWER AND FAN,개별속성,숫자,18.0,5.0,,,N,20576,N,Y
10629,20577,NOISE ATTENUATION MAXIMUM ALLOWABLE SOUND PRESSURE LEVEL AT TEMPERATURE,,NOISE ATTENUATION MAXIMUM ALLOWABLE SOUND PRESSURE LEVEL AT TEMPERATURE,CENTRIFUGAL BLOWER AND FAN,개별속성,숫자,18.0,5.0,,,N,20577,N,Y
10630,20578,NOISE ATTENUATION METHOD DESCRIPTION,,NOISE ATTENUATION METHOD DESCRIPTION,CENTRIFUGAL BLOWER AND FAN,개별속성,문자,"1,000.0",0.0,,,N,20578,N,Y
10631,20579,NOISE ATTENUATION PREDICTED SOUND PRESSURE LEVEL,,NOISE ATTENUATION PREDICTED SOUND PRESSURE LEVEL,CENTRIFUGAL BLOWER AND FAN,개별속성,숫자,18.0,5.0,,,N,20579,N,Y
10632,20580,NOISE ATTENUATION PREDICTED SOUND PRESSURE LEVEL AT TEMPERATURE,,NOISE ATTENUATION PREDICTED SOUND PRESSURE LEVEL AT TEMPERATURE,CENTRIFUGAL BLOWER AND FAN,개별속성,숫자,18.0,5.0,,,N,20580,N,Y
10633,20581,NOISE SPECFICATOINS_ACOUSTIC HOUSE Y/N,,NOISE SPECFICATOINS_ACOUSTIC HOUSE Y/N,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,20581,N,Y
10634,20582,NOISE SPECIFICATIONS_ACOUSTICAL TREATMENT Y/N,,NOISE SPECIFICATIONS_ACOUSTICAL TREATMENT Y/N,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20582,N,Y
10635,20583,NOISE SPECIFICATIONS_APPLICABLE TO MACHINE,,NOISE SPECIFICATIONS_APPLICABLE TO MACHINE,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20583,N,Y
